Date,Country Code,WHO Region,New Cases,Cumulative Cases,New Deaths,Cumulative Deaths
2020-03-29,AF,EMRO,67.0,91,2.0,2
2020-04-05,AF,EMRO,183.0,274,3.0,5
2020-04-12,AF,EMRO,247.0,521,10.0,15
2020-04-19,AF,EMRO,387.0,908,15.0,30
2020-04-26,AF,EMRO,422.0,1330,13.0,43
2020-05-03,AF,EMRO,841.0,2171,21.0,64
2020-05-10,AF,EMRO,1392.0,3563,41.0,105
2020-05-17,AF,EMRO,2490.0,6053,48.0,153
2020-05-24,AF,EMRO,3813.0,9866,58.0,211
2020-05-31,AF,EMRO,4577.0,14443,37.0,248
2020-06-07,AF,EMRO,5108.0,19551,79.0,327
2020-06-14,AF,EMRO,4551.0,24102,124.0,451
2020-06-21,AF,EMRO,4195.0,28297,97.0,548
2020-06-28,AF,EMRO,2319.0,30616,155.0,703
2020-07-05,AF,EMRO,2056.0,32672,123.0,826
2020-07-12,AF,EMRO,1679.0,34351,149.0,975
2020-07-19,AF,EMRO,938.0,35289,172.0,1147
2020-07-26,AF,EMRO,747.0,36036,99.0,1246
2020-08-02,AF,EMRO,674.0,36710,37.0,1283
2020-08-09,AF,EMRO,305.0,37015,24.0,1307
2020-08-16,AF,EMRO,536.0,37551,63.0,1370
2020-08-23,AF,EMRO,343.0,37894,15.0,1385
2020-08-30,AF,EMRO,249.0,38143,17.0,1402
2020-09-06,AF,EMRO,161.0,38304,7.0,1409
2020-09-13,AF,EMRO,337.0,38641,11.0,1420
2020-09-20,AF,EMRO,278.0,38919,17.0,1437
2020-09-27,AF,EMRO,273.0,39192,16.0,1453
2020-10-04,AF,EMRO,105.0,39297,9.0,1462
2020-10-11,AF,EMRO,406.0,39703,11.0,1473
2020-10-18,AF,EMRO,438.0,40141,15.0,1488
2020-10-25,AF,EMRO,627.0,40768,23.0,1511
2020-11-01,AF,EMRO,657.0,41425,25.0,1536
2020-11-08,AF,EMRO,608.0,42033,20.0,1556
2020-11-15,AF,EMRO,1002.0,43035,49.0,1605
2020-11-22,AF,EMRO,1468.0,44503,70.0,1675
2020-11-29,AF,EMRO,1463.0,45966,77.0,1752
2020-12-06,AF,EMRO,1675.0,47641,113.0,1865
2020-12-13,AF,EMRO,1311.0,48952,95.0,1960
2020-12-20,AF,EMRO,1584.0,50536,94.0,2054
2020-12-27,AF,EMRO,1312.0,51848,104.0,2158
2021-01-03,AF,EMRO,861.0,52709,63.0,2221
2021-01-10,AF,EMRO,780.0,53489,56.0,2277
2021-01-17,AF,EMRO,495.0,53984,62.0,2339
2021-01-24,AF,EMRO,611.0,54595,39.0,2378
2021-01-31,AF,EMRO,428.0,55023,22.0,2400
2021-02-07,AF,EMRO,312.0,55335,10.0,2410
2021-02-14,AF,EMRO,157.0,55492,17.0,2427
2021-02-21,AF,EMRO,112.0,55604,5.0,2432
2021-02-28,AF,EMRO,110.0,55714,11.0,2443
2021-03-07,AF,EMRO,133.0,55847,6.0,2449
2021-03-14,AF,EMRO,138.0,55985,8.0,2457
2021-03-21,AF,EMRO,118.0,56103,6.0,2463
2021-03-28,AF,EMRO,191.0,56294,7.0,2470
2021-04-04,AF,EMRO,382.0,56676,27.0,2497
2021-04-11,AF,EMRO,484.0,57160,24.0,2521
2021-04-18,AF,EMRO,633.0,57793,18.0,2539
2021-04-25,AF,EMRO,1050.0,58843,43.0,2582
2021-05-02,AF,EMRO,1279.0,60122,55.0,2637
2021-05-09,AF,EMRO,1720.0,61842,49.0,2686
2021-05-16,AF,EMRO,1642.0,63484,56.0,2742
2021-05-23,AF,EMRO,2244.0,65728,60.0,2802
2021-05-30,AF,EMRO,5033.0,70761,117.0,2919
2021-06-06,AF,EMRO,8463.0,79224,226.0,3145
2021-06-13,AF,EMRO,10637.0,89861,382.0,3527
2021-06-20,AF,EMRO,12045.0,101906,595.0,4122
2021-06-27,AF,EMRO,12314.0,114220,528.0,4650
2021-07-04,AF,EMRO,10528.0,124748,549.0,5199
2021-07-11,AF,EMRO,8830.0,133578,525.0,5724
2021-07-18,AF,EMRO,7024.0,140602,423.0,6147
2021-07-25,AF,EMRO,3269.0,143871,278.0,6425
2021-08-01,AF,EMRO,3630.0,147501,312.0,6737
2021-08-08,AF,EMRO,2957.0,150458,171.0,6908
2021-08-15,AF,EMRO,1575.0,152033,113.0,7021
2021-08-22,AF,EMRO,478.0,152511,49.0,7070
2021-08-29,AF,EMRO,522.0,153033,39.0,7109
2021-09-05,AF,EMRO,390.0,153423,23.0,7132
2021-09-12,AF,EMRO,567.0,153990,35.0,7167
2021-09-19,AF,EMRO,549.0,154539,32.0,7199
2021-10-03,AF,EMRO,242.0,155141,13.0,7212
2021-10-10,AF,EMRO,203.0,155344,9.0,7221
2021-10-17,AF,EMRO,273.0,155617,17.0,7238
2021-10-24,AF,EMRO,201.0,155818,15.0,7253
2021-10-31,AF,EMRO,270.0,156088,19.0,7272
2021-11-07,AF,EMRO,187.0,156275,12.0,7284
2021-11-14,AF,EMRO,237.0,156512,8.0,7292
2021-11-21,AF,EMRO,352.0,156864,9.0,7301
2021-11-28,AF,EMRO,326.0,157190,7.0,7308
2021-12-05,AF,EMRO,241.0,157431,4.0,7312
2021-12-12,AF,EMRO,180.0,157611,13.0,7325
2021-12-19,AF,EMRO,134.0,157745,8.0,7333
2021-12-26,AF,EMRO,157.0,157902,19.0,7352
2022-01-02,AF,EMRO,210.0,158112,4.0,7356
2022-01-09,AF,EMRO,233.0,158345,13.0,7369
2022-01-16,AF,EMRO,333.0,158678,9.0,7378
2022-01-23,AF,EMRO,870.0,159548,12.0,7390
2022-01-30,AF,EMRO,2118.0,161666,17.0,7407
2022-02-06,AF,EMRO,4046.0,165712,18.0,7425
2022-02-13,AF,EMRO,4440.0,170152,63.0,7488
2022-02-20,AF,EMRO,1778.0,171930,46.0,7534
2022-02-27,AF,EMRO,1250.0,173180,54.0,7588
2022-03-06,AF,EMRO,1167.0,174347,34.0,7622
2022-03-13,AF,EMRO,1715.0,176062,20.0,7642
2022-03-20,AF,EMRO,977.0,177039,10.0,7652
2022-03-27,AF,EMRO,435.0,177474,8.0,7660
2022-04-03,AF,EMRO,331.0,177805,11.0,7671
2022-04-10,AF,EMRO,285.0,178090,4.0,7675
2022-04-17,AF,EMRO,297.0,178387,1.0,7676
2022-04-24,AF,EMRO,261.0,178648,5.0,7681
2022-05-01,AF,EMRO,231.0,178879,2.0,7683
2022-05-08,AF,EMRO,44.0,178923,1.0,7684
2022-05-15,AF,EMRO,320.0,179243,6.0,7690
2022-05-22,AF,EMRO,431.0,179674,7.0,7697
2022-05-29,AF,EMRO,449.0,180123,4.0,7701
2022-06-05,AF,EMRO,495.0,180618,8.0,7709
2022-06-19,AF,EMRO,541.0,181574,4.0,7713
2022-06-26,AF,EMRO,498.0,182072,4.0,7717
2022-07-03,AF,EMRO,571.0,182643,7.0,7724
2022-07-10,AF,EMRO,576.0,183219,3.0,7727
2022-07-17,AF,EMRO,231.0,183450,3.0,7730
2022-07-24,AF,EMRO,1024.0,184474,8.0,7738
2022-07-31,AF,EMRO,1106.0,185580,9.0,7747
2022-08-07,AF,EMRO,1466.0,187046,5.0,7752
2022-08-14,AF,EMRO,1785.0,188831,6.0,7758
2022-08-21,AF,EMRO,1604.0,190435,1.0,7759
2022-08-28,AF,EMRO,1773.0,192208,15.0,7774
2022-09-04,AF,EMRO,1679.0,193887,6.0,7780
2022-09-11,AF,EMRO,1760.0,195647,7.0,7787
2022-09-18,AF,EMRO,1435.0,197082,7.0,7794
2022-09-25,AF,EMRO,1201.0,198283,2.0,7796
2022-10-02,AF,EMRO,989.0,199272,3.0,7799
2022-10-09,AF,EMRO,927.0,200199,5.0,7804
2022-10-16,AF,EMRO,897.0,201096,7.0,7811
2022-10-23,AF,EMRO,933.0,202029,7.0,7818
2022-10-30,AF,EMRO,805.0,202834,3.0,7821
2022-11-06,AF,EMRO,784.0,203618,5.0,7826
2022-11-13,AF,EMRO,813.0,204431,3.0,7829
2022-11-20,AF,EMRO,581.0,205012,2.0,7831
2022-11-27,AF,EMRO,584.0,205596,2.0,7833
2022-12-04,AF,EMRO,568.0,206164,1.0,7834
2022-12-11,AF,EMRO,381.0,206545,5.0,7839
2022-12-18,AF,EMRO,441.0,206986,5.0,7844
2022-12-25,AF,EMRO,336.0,207322,1.0,7845
2023-01-01,AF,EMRO,257.0,207579,4.0,7849
2023-01-08,AF,EMRO,201.0,207780,2.0,7851
2023-01-15,AF,EMRO,173.0,207953,4.0,7855
2023-01-22,AF,EMRO,144.0,208097,5.0,7860
2023-01-29,AF,EMRO,323.0,208420,6.0,7866
2023-02-05,AF,EMRO,272.0,208692,8.0,7874
2023-02-12,AF,EMRO,164.0,208856,3.0,7877
2023-02-26,AF,EMRO,165.0,209251,1.0,7878
2023-03-05,AF,EMRO,118.0,209369,1.0,7879
2023-03-12,AF,EMRO,141.0,209510,1.0,7880
2023-03-19,AF,EMRO,239.0,209749,1.0,7881
2023-03-26,AF,EMRO,331.0,210080,1.0,7882
2023-04-02,AF,EMRO,548.0,210628,1.0,7883
2023-04-09,AF,EMRO,884.0,211512,1.0,7884
2023-04-16,AF,EMRO,1100.0,212612,1.0,7885
2023-04-23,AF,EMRO,1458.0,214070,2.0,7887
2023-04-30,AF,EMRO,810.0,214880,5.0,7892
2023-05-07,AF,EMRO,1876.0,216756,5.0,7897
2023-05-14,AF,EMRO,1983.0,218739,11.0,7908
2023-05-21,AF,EMRO,1428.0,220167,5.0,7913
2023-05-28,AF,EMRO,1050.0,221217,2.0,7915
2023-06-04,AF,EMRO,778.0,221995,4.0,7919
2023-06-11,AF,EMRO,531.0,222526,1.0,7920
2023-06-18,AF,EMRO,433.0,222959,2.0,7922
2023-06-25,AF,EMRO,197.0,223156,6.0,7928
2023-07-09,AF,EMRO,326.0,223606,3.0,7931
2023-07-16,AF,EMRO,179.0,223785,1.0,7932
2023-07-23,AF,EMRO,245.0,224030,2.0,7934
2023-07-30,AF,EMRO,194.0,224224,1.0,7935
2023-08-06,AF,EMRO,195.0,224419,3.0,7938
2023-08-13,AF,EMRO,242.0,224661,2.0,7940
2023-08-20,AF,EMRO,209.0,224870,2.0,7942
2023-09-03,AF,EMRO,277.0,225376,2.0,7944
2023-09-10,AF,EMRO,216.0,225592,2.0,7946
2023-09-24,AF,EMRO,207.0,225999,1.0,7947
2023-10-01,AF,EMRO,248.0,226247,3.0,7950
2023-10-08,AF,EMRO,309.0,226556,1.0,7951
2023-10-15,AF,EMRO,307.0,226863,1.0,7952
2023-10-29,AF,EMRO,383.0,227539,1.0,7953
2023-11-05,AF,EMRO,353.0,227892,3.0,7956
2023-11-12,AF,EMRO,371.0,228263,4.0,7960
2023-11-19,AF,EMRO,432.0,228695,1.0,7961
2023-11-26,AF,EMRO,280.0,228975,2.0,7963
2023-12-03,AF,EMRO,288.0,229263,2.0,7965
2023-12-24,AF,EMRO,372.0,230075,5.0,7970
2023-12-31,AF,EMRO,300.0,230375,3.0,7973
2024-01-14,AF,EMRO,213.0,230855,2.0,7975
2024-01-21,AF,EMRO,197.0,231052,1.0,7976
2024-01-28,AF,EMRO,258.0,231310,5.0,7981
2024-02-11,AF,EMRO,235.0,231756,1.0,7982
2024-02-18,AF,EMRO,240.0,231996,1.0,7983
2024-03-03,AF,EMRO,278.0,232499,5.0,7988
2024-03-10,AF,EMRO,163.0,232662,3.0,7991
2024-03-24,AF,EMRO,197.0,233118,2.0,7993
2024-03-31,AF,EMRO,222.0,233340,3.0,7996
2024-04-28,AF,EMRO,352.0,234576,1.0,7997
2024-05-05,AF,EMRO,638.0,235214,1.0,7998
2020-03-15,AL,EURO,33.0,33,1.0,1
2020-03-22,AL,EURO,37.0,70,1.0,2
2020-03-29,AL,EURO,116.0,186,6.0,8
2020-04-05,AL,EURO,118.0,304,9.0,17
2020-04-12,AL,EURO,112.0,416,6.0,23
2020-04-19,AL,EURO,123.0,539,3.0,26
2020-04-26,AL,EURO,139.0,678,1.0,27
2020-05-03,AL,EURO,104.0,782,4.0,31
2020-05-31,AL,EURO,118.0,1099,2.0,33
2020-06-14,AL,EURO,204.0,1416,3.0,36
2020-06-21,AL,EURO,422.0,1838,6.0,42
2020-06-28,AL,EURO,431.0,2269,9.0,51
2020-07-05,AL,EURO,483.0,2752,21.0,72
2020-07-12,AL,EURO,526.0,3278,13.0,85
2020-07-19,AL,EURO,628.0,3906,22.0,107
2020-07-26,AL,EURO,664.0,4570,21.0,128
2020-08-02,AL,EURO,706.0,5276,29.0,157
2020-08-09,AL,EURO,875.0,6151,32.0,189
2020-08-16,AL,EURO,966.0,7117,30.0,219
2020-08-23,AL,EURO,1002.0,8119,21.0,240
2020-08-30,AL,EURO,1076.0,9195,31.0,271
2020-09-06,AL,EURO,772.0,9967,35.0,306
2020-09-13,AL,EURO,1054.0,11021,21.0,327
2020-09-20,AL,EURO,1052.0,12073,26.0,353
2020-09-27,AL,EURO,972.0,13045,20.0,373
2020-10-04,AL,EURO,920.0,13965,16.0,389
2020-10-11,AL,EURO,1101.0,15066,24.0,413
2020-10-18,AL,EURO,1435.0,16501,30.0,443
2020-10-25,AL,EURO,2055.0,18556,26.0,469
2020-11-01,AL,EURO,2078.0,20634,33.0,502
2020-11-08,AL,EURO,2576.0,23210,47.0,549
2020-11-15,AL,EURO,3491.0,26701,56.0,605
2020-11-22,AL,EURO,4758.0,31459,67.0,672
2020-11-29,AL,EURO,4786.0,36245,99.0,771
2020-12-06,AL,EURO,5057.0,41302,99.0,870
2020-12-13,AL,EURO,5561.0,46863,107.0,977
2020-12-20,AL,EURO,5141.0,52004,89.0,1066
2020-12-27,AL,EURO,3376.0,55380,68.0,1134
2021-01-03,AL,EURO,3343.0,58723,52.0,1186
2021-01-10,AL,EURO,3655.0,62378,44.0,1230
2021-01-17,AL,EURO,4257.0,66635,35.0,1265
2021-01-24,AL,EURO,4020.0,70655,38.0,1303
2021-01-31,AL,EURO,5695.0,76350,55.0,1358
2021-02-07,AL,EURO,6732.0,83082,75.0,1433
2021-02-14,AL,EURO,7753.0,90835,98.0,1531
2021-02-21,AL,EURO,7074.0,97909,105.0,1636
2021-02-28,AL,EURO,7320.0,105229,120.0,1756
2021-03-07,AL,EURO,6072.0,111301,141.0,1897
2021-03-14,AL,EURO,4822.0,116123,121.0,2018
2021-03-21,AL,EURO,3899.0,120022,104.0,2122
2021-03-28,AL,EURO,3194.0,123216,70.0,2192
2021-04-04,AL,EURO,2626.0,125842,55.0,2247
2021-04-11,AL,EURO,1953.0,127795,57.0,2304
2021-04-18,AL,EURO,1512.0,129307,33.0,2337
2021-04-25,AL,EURO,963.0,130270,30.0,2367
2021-05-02,AL,EURO,815.0,131085,27.0,2394
2021-05-09,AL,EURO,492.0,131577,14.0,2408
2021-05-16,AL,EURO,362.0,131939,19.0,2427
2021-05-23,AL,EURO,214.0,132153,14.0,2441
2021-05-30,AL,EURO,132.0,132285,7.0,2448
2021-06-06,AL,EURO,87.0,132372,3.0,2451
2021-06-13,AL,EURO,65.0,132437,2.0,2453
2021-06-20,AL,EURO,47.0,132484,1.0,2454
2021-06-27,AL,EURO,22.0,132506,1.0,2455
2021-07-04,AL,EURO,20.0,132526,1.0,2456
2021-08-01,AL,EURO,208.0,133036,1.0,2457
2021-08-08,AL,EURO,555.0,133591,1.0,2458
2021-08-15,AL,EURO,1549.0,135140,3.0,2461
2021-08-22,AL,EURO,2992.0,138132,14.0,2475
2021-08-29,AL,EURO,5042.0,143174,12.0,2487
2021-09-05,AL,EURO,5943.0,149117,21.0,2508
2021-09-12,AL,EURO,6176.0,155293,27.0,2535
2021-09-19,AL,EURO,6031.0,161324,34.0,2569
2021-09-26,AL,EURO,5366.0,166690,50.0,2619
2021-10-03,AL,EURO,4088.0,170778,86.0,2705
2021-10-10,AL,EURO,3390.0,174168,48.0,2753
2021-10-17,AL,EURO,2940.0,177108,54.0,2807
2021-10-24,AL,EURO,3515.0,180623,56.0,2863
2021-10-31,AL,EURO,3717.0,184340,46.0,2909
2021-11-07,AL,EURO,3654.0,187994,39.0,2948
2021-11-14,AL,EURO,4019.0,192013,35.0,2983
2021-11-21,AL,EURO,3510.0,195523,46.0,3029
2021-11-28,AL,EURO,3209.0,198732,48.0,3077
2021-12-05,AL,EURO,2313.0,201045,31.0,3108
2021-12-12,AL,EURO,2170.0,203215,22.0,3130
2021-12-19,AL,EURO,2009.0,205224,28.0,3158
2021-12-26,AL,EURO,1997.0,207221,29.0,3187
2022-01-02,AL,EURO,3003.0,210224,30.0,3217
2022-01-09,AL,EURO,6462.0,216686,16.0,3233
2022-01-16,AL,EURO,12091.0,228777,29.0,3262
2022-01-23,AL,EURO,15405.0,244182,30.0,3292
2022-01-30,AL,EURO,11559.0,255741,42.0,3334
2022-02-06,AL,EURO,7431.0,263172,37.0,3371
2022-02-13,AL,EURO,4379.0,267551,36.0,3407
2022-02-20,AL,EURO,2353.0,269904,26.0,3433
2022-02-27,AL,EURO,1410.0,271314,27.0,3460
2022-03-06,AL,EURO,716.0,272030,18.0,3478
2022-03-13,AL,EURO,522.0,272552,7.0,3485
2022-03-20,AL,EURO,409.0,272961,2.0,3487
2022-03-27,AL,EURO,357.0,273318,3.0,3490
2022-04-03,AL,EURO,441.0,273759,2.0,3492
2022-04-17,AL,EURO,268.0,274376,3.0,3495
2022-04-24,AL,EURO,309.0,274685,1.0,3496
2022-05-15,AL,EURO,219.0,275485,1.0,3497
2022-07-03,AL,EURO,2640.0,280851,3.0,3500
2022-07-10,AL,EURO,4880.0,285731,10.0,3510
2022-07-17,AL,EURO,6725.0,292456,7.0,3517
2022-07-24,AL,EURO,8938.0,301394,4.0,3521
2022-07-31,AL,EURO,7884.0,309278,17.0,3538
2022-08-07,AL,EURO,6059.0,315337,16.0,3554
2022-08-14,AL,EURO,4749.0,320086,14.0,3568
2022-08-21,AL,EURO,3511.0,323597,6.0,3574
2022-08-28,AL,EURO,3218.0,326815,6.0,3580
2022-09-04,AL,EURO,1901.0,328716,3.0,3583
2022-09-11,AL,EURO,980.0,329696,1.0,3584
2022-09-18,AL,EURO,617.0,330313,2.0,3586
2022-09-25,AL,EURO,449.0,330762,3.0,3589
2022-10-16,AL,EURO,155.0,331452,2.0,3591
2022-10-23,AL,EURO,141.0,331593,1.0,3592
2022-10-30,AL,EURO,152.0,331745,1.0,3593
2022-11-13,AL,EURO,98.0,331998,1.0,3594
2022-12-25,AL,EURO,132.0,332670,2.0,3596
2023-02-19,AL,EURO,69.0,333390,1.0,3597
2023-02-26,AL,EURO,93.0,333483,1.0,3598
2023-03-05,AL,EURO,88.0,333571,1.0,3599
2023-03-12,AL,EURO,80.0,333651,1.0,3600
2023-03-19,AL,EURO,65.0,333716,1.0,3601
2023-04-02,AL,EURO,84.0,333883,2.0,3603
2023-04-09,AL,EURO,109.0,333992,1.0,3604
2024-01-21,AL,EURO,66.0,334818,1.0,3605
2020-03-29,DZ,AFRO,315.0,454,30.0,30
2020-04-05,DZ,AFRO,797.0,1251,100.0,130
2020-04-12,DZ,AFRO,574.0,1825,146.0,276
2020-04-19,DZ,AFRO,709.0,2534,92.0,368
2020-04-26,DZ,AFRO,722.0,3256,48.0,416
2020-05-03,DZ,AFRO,1039.0,4295,40.0,456
2020-05-10,DZ,AFRO,1263.0,5558,35.0,491
2020-05-17,DZ,AFRO,1263.0,6821,48.0,539
2020-05-24,DZ,AFRO,1292.0,8113,50.0,589
2020-05-31,DZ,AFRO,1154.0,9267,54.0,643
2020-06-07,DZ,AFRO,783.0,10050,52.0,695
2020-06-14,DZ,AFRO,760.0,10810,53.0,748
2020-06-21,DZ,AFRO,821.0,11631,77.0,825
2020-06-28,DZ,AFRO,1337.0,12968,55.0,880
2020-07-05,DZ,AFRO,2532.0,15500,54.0,934
2020-07-12,DZ,AFRO,3212.0,18712,58.0,992
2020-07-19,DZ,AFRO,3837.0,22549,64.0,1056
2020-07-26,DZ,AFRO,4215.0,26764,78.0,1134
2020-08-02,DZ,AFRO,4186.0,30950,77.0,1211
2020-08-09,DZ,AFRO,3743.0,34693,70.0,1281
2020-08-16,DZ,AFRO,3440.0,38133,67.0,1348
2020-08-23,DZ,AFRO,2935.0,41068,64.0,1412
2020-08-30,DZ,AFRO,2714.0,43782,77.0,1489
2020-09-06,DZ,AFRO,2289.0,46071,58.0,1547
2020-09-13,DZ,AFRO,1936.0,48007,56.0,1603
2020-09-20,DZ,AFRO,1616.0,49623,60.0,1663
2020-09-27,DZ,AFRO,1291.0,50914,46.0,1709
2020-10-04,DZ,AFRO,1081.0,51995,47.0,1756
2020-10-11,DZ,AFRO,945.0,52940,39.0,1795
2020-10-18,DZ,AFRO,1263.0,54203,51.0,1846
2020-10-25,DZ,AFRO,1427.0,55630,51.0,1897
2020-11-01,DZ,AFRO,2312.0,57942,67.0,1964
2020-11-08,DZ,AFRO,3439.0,61381,72.0,2036
2020-11-15,DZ,AFRO,5438.0,66819,103.0,2139
2020-11-22,DZ,AFRO,6955.0,73774,119.0,2258
2020-11-29,DZ,AFRO,7438.0,81212,135.0,2393
2020-12-06,DZ,AFRO,6290.0,87502,108.0,2501
2020-12-13,DZ,AFRO,4136.0,91638,83.0,2584
2020-12-20,DZ,AFRO,3143.0,94781,75.0,2659
2020-12-27,DZ,AFRO,3076.0,97857,63.0,2722
2021-01-03,DZ,AFRO,2302.0,100159,47.0,2769
2021-01-10,DZ,AFRO,1754.0,101913,34.0,2803
2021-01-17,DZ,AFRO,1698.0,103611,28.0,2831
2021-01-24,DZ,AFRO,1758.0,105369,30.0,2861
2021-01-31,DZ,AFRO,1753.0,107122,27.0,2888
2021-02-07,DZ,AFRO,1730.0,108852,23.0,2911
2021-02-14,DZ,AFRO,1661.0,110513,24.0,2935
2021-02-21,DZ,AFRO,1251.0,111764,23.0,2958
2021-02-28,DZ,AFRO,1196.0,112960,21.0,2979
2021-03-07,DZ,AFRO,1144.0,114104,31.0,3010
2021-03-14,DZ,AFRO,1039.0,115143,24.0,3034
2021-03-21,DZ,AFRO,923.0,116066,21.0,3055
2021-03-28,DZ,AFRO,684.0,116750,22.0,3077
2021-04-04,DZ,AFRO,774.0,117524,25.0,3102
2021-04-11,DZ,AFRO,854.0,118378,24.0,3126
2021-04-18,DZ,AFRO,1108.0,119486,26.0,3152
2021-04-25,DZ,AFRO,1250.0,120736,46.0,3198
2021-05-02,DZ,AFRO,1575.0,122311,63.0,3261
2021-05-09,DZ,AFRO,1589.0,123900,60.0,3321
2021-05-16,DZ,AFRO,1294.0,125194,45.0,3366
2021-05-23,DZ,AFRO,1457.0,126651,45.0,3411
2021-05-30,DZ,AFRO,1805.0,128456,49.0,3460
2021-06-06,DZ,AFRO,2225.0,130681,50.0,3510
2021-06-13,DZ,AFRO,2389.0,133070,55.0,3565
2021-06-20,DZ,AFRO,2516.0,135586,59.0,3624
2021-06-27,DZ,AFRO,2527.0,138113,61.0,3685
2021-07-04,DZ,AFRO,2894.0,141007,60.0,3745
2021-07-11,DZ,AFRO,4289.0,145296,79.0,3824
2021-07-18,DZ,AFRO,6914.0,152210,98.0,3922
2021-07-25,DZ,AFRO,8658.0,160868,120.0,4042
2021-08-01,DZ,AFRO,10524.0,171392,212.0,4254
2021-08-08,DZ,AFRO,8964.0,180356,266.0,4520
2021-08-15,DZ,AFRO,6299.0,186655,246.0,4766
2021-08-22,DZ,AFRO,4516.0,191171,218.0,4984
2021-08-29,DZ,AFRO,3500.0,194671,195.0,5179
2021-09-05,DZ,AFRO,2988.0,197659,220.0,5399
2021-09-12,DZ,AFRO,2163.0,199822,159.0,5558
2021-09-19,DZ,AFRO,1402.0,201224,112.0,5670
2021-09-26,DZ,AFRO,1350.0,202574,97.0,5767
2021-10-03,DZ,AFRO,1083.0,203657,52.0,5819
2021-10-10,DZ,AFRO,833.0,204490,31.0,5850
2021-10-17,DZ,AFRO,709.0,205199,20.0,5870
2021-10-24,DZ,AFRO,551.0,205750,16.0,5886
2021-10-31,DZ,AFRO,608.0,206358,32.0,5918
2021-11-07,DZ,AFRO,721.0,207079,23.0,5941
2021-11-14,DZ,AFRO,794.0,207873,36.0,5977
2021-11-21,DZ,AFRO,966.0,208839,40.0,6017
2021-11-28,DZ,AFRO,1141.0,209980,35.0,6052
2021-12-05,DZ,AFRO,1317.0,211297,44.0,6096
2021-12-12,DZ,AFRO,1355.0,212652,41.0,6137
2021-12-19,DZ,AFRO,1678.0,214330,43.0,6180
2021-12-26,DZ,AFRO,2046.0,216376,49.0,6229
2022-01-02,DZ,AFRO,2442.0,218818,55.0,6284
2022-01-09,DZ,AFRO,2924.0,221742,46.0,6330
2022-01-16,DZ,AFRO,3742.0,225484,74.0,6404
2022-01-23,DZ,AFRO,9052.0,234536,77.0,6481
2022-01-30,DZ,AFRO,14774.0,249310,74.0,6555
2022-02-06,DZ,AFRO,8288.0,257598,85.0,6640
2022-02-13,DZ,AFRO,3628.0,261226,75.0,6715
2022-02-20,DZ,AFRO,2710.0,263936,72.0,6787
2022-02-27,DZ,AFRO,842.0,264778,41.0,6828
2022-03-06,DZ,AFRO,449.0,265227,25.0,6853
2022-03-13,DZ,AFRO,183.0,265410,9.0,6862
2022-03-20,DZ,AFRO,129.0,265539,9.0,6871
2022-03-27,DZ,AFRO,82.0,265621,2.0,6873
2022-04-03,DZ,AFRO,63.0,265684,1.0,6874
2022-05-01,DZ,AFRO,19.0,265780,1.0,6875
2022-07-24,DZ,AFRO,348.0,266772,1.0,6876
2022-08-07,DZ,AFRO,767.0,268141,2.0,6878
2022-09-11,DZ,AFRO,106.0,270532,1.0,6879
2022-10-09,DZ,AFRO,25.0,270707,2.0,6881
2022-03-27,AS,WPRO,1881.0,3278,2.0,2
2022-04-03,AS,WPRO,1378.0,4656,5.0,7
2022-04-10,AS,WPRO,746.0,5402,4.0,11
2022-04-17,AS,WPRO,133.0,5535,7.0,18
2022-04-24,AS,WPRO,230.0,5765,5.0,23
2022-05-01,AS,WPRO,92.0,5857,3.0,26
2022-05-08,AS,WPRO,98.0,5955,3.0,29
2022-05-15,AS,WPRO,63.0,6018,1.0,30
2022-05-29,AS,WPRO,62.0,6145,1.0,31
2022-07-17,AS,WPRO,963.0,7468,2.0,33
2022-08-28,AS,WPRO,126.0,8168,1.0,34
2020-03-22,AD,EURO,131.0,133,1.0,1
2020-03-29,AD,EURO,208.0,341,5.0,6
2020-04-05,AD,EURO,125.0,466,11.0,17
2020-04-12,AD,EURO,156.0,622,11.0,28
2020-04-19,AD,EURO,82.0,704,7.0,35
2020-04-26,AD,EURO,34.0,738,5.0,40
2020-05-03,AD,EURO,9.0,747,4.0,44
2020-05-10,AD,EURO,7.0,754,4.0,48
2020-05-17,AD,EURO,7.0,761,3.0,51
2020-06-21,AD,EURO,2.0,855,1.0,52
2020-08-16,AD,EURO,41.0,997,1.0,53
2020-10-11,AD,EURO,586.0,2696,2.0,55
2020-10-18,AD,EURO,681.0,3377,4.0,59
2020-10-25,AD,EURO,661.0,4038,10.0,69
2020-11-01,AD,EURO,718.0,4756,6.0,75
2020-11-22,AD,EURO,482.0,6207,1.0,76
2020-12-06,AD,EURO,395.0,7005,2.0,78
2020-12-20,AD,EURO,272.0,7560,2.0,80
2020-12-27,AD,EURO,246.0,7806,3.0,83
2021-01-03,AD,EURO,360.0,8166,1.0,84
2021-01-10,AD,EURO,420.0,8586,1.0,85
2021-01-17,AD,EURO,452.0,9038,6.0,91
2021-01-24,AD,EURO,461.0,9499,5.0,96
2021-01-31,AD,EURO,386.0,9885,5.0,101
2021-02-07,AD,EURO,321.0,10206,4.0,105
2021-02-14,AD,EURO,257.0,10463,2.0,107
2021-02-28,AD,EURO,177.0,10849,3.0,110
2021-03-07,AD,EURO,170.0,11019,2.0,112
2021-03-21,AD,EURO,253.0,11481,1.0,113
