Case_Id,Date,Country Code,New Cases,Cumulative Cases,New Deaths,Cumulative Deaths
DK13035,2022-02-06,DK,289241.0,1966530.0,146.0,3863.0
DK13036,2022-02-13,DK,322546.0,2289076.0,175.0,4038.0
DK13037,2022-02-20,DK,263285.0,2552361.0,240.0,4278.0
DK13038,2022-02-27,DK,179445.0,2731806.0,260.0,4538.0
DK13039,2022-03-06,DK,121430.0,2853236.0,292.0,4830.0
DK13040,2022-03-13,DK,90711.0,2943947.0,298.0,5128.0
DK13041,2022-03-20,DK,55976.0,2999923.0,247.0,5375.0
DK13042,2022-03-27,DK,39281.0,3039204.0,208.0,5583.0
DK13043,2022-04-03,DK,25421.0,3064625.0,162.0,5745.0
DK13044,2022-04-10,DK,18807.0,3083432.0,140.0,5885.0
DK13045,2022-04-17,DK,13583.0,3097015.0,100.0,5985.0
DK13046,2022-04-24,DK,11999.0,3109014.0,87.0,6072.0
DK13047,2022-05-01,DK,7641.0,3116655.0,86.0,6158.0
DK13048,2022-05-08,DK,6084.0,3122739.0,76.0,6234.0
DK13049,2022-05-15,DK,4944.0,3127683.0,51.0,6285.0
DK13050,2022-05-22,DK,4289.0,3131972.0,35.0,6320.0
DK13051,2022-05-29,DK,3406.0,3135378.0,30.0,6350.0
DK13052,2022-06-05,DK,3796.0,3139174.0,28.0,6378.0
DK13053,2022-06-12,DK,4975.0,3144149.0,25.0,6403.0
DK13054,2022-06-19,DK,7527.0,3151676.0,20.0,6423.0
DK13055,2022-06-26,DK,10389.0,3162065.0,19.0,6442.0
DK13056,2022-07-03,DK,12802.0,3174867.0,34.0,6476.0
DK13057,2022-07-10,DK,15246.0,3190113.0,40.0,6516.0
DK13058,2022-07-17,DK,15481.0,3205594.0,39.0,6555.0
DK13059,2022-07-24,DK,14446.0,3220040.0,42.0,6597.0
DK13060,2022-07-31,DK,10945.0,3230985.0,52.0,6649.0
DK13061,2022-08-07,DK,10639.0,3241624.0,77.0,6726.0
DK13062,2022-08-14,DK,11809.0,3253433.0,74.0,6800.0
DK13063,2022-08-21,DK,9713.0,3263146.0,52.0,6852.0
DK13064,2022-08-28,DK,6891.0,3270037.0,47.0,6899.0
DK13065,2022-09-04,DK,5151.0,3275188.0,42.0,6941.0
DK13066,2022-09-11,DK,5462.0,3280650.0,31.0,6972.0
DK13067,2022-09-18,DK,5239.0,3285889.0,24.0,6996.0
DK13068,2022-09-25,DK,6252.0,3292141.0,34.0,7030.0
DK13069,2022-10-02,DK,8354.0,3300495.0,48.0,7078.0
DK13070,2022-10-09,DK,9047.0,3309542.0,49.0,7127.0
DK13071,2022-10-16,DK,9203.0,3318745.0,53.0,7180.0
DK13072,2022-10-23,DK,8060.0,3326805.0,80.0,7260.0
DK13073,2022-10-30,DK,6569.0,3333374.0,69.0,7329.0
DK13074,2022-11-06,DK,4564.0,3337938.0,66.0,7395.0
DK13075,2022-11-13,DK,4250.0,3342188.0,45.0,7440.0
DK13076,2022-11-20,DK,3856.0,3346044.0,38.0,7478.0
DK13077,2022-11-27,DK,4332.0,3350376.0,39.0,7517.0
DK13078,2022-12-04,DK,6538.0,3356914.0,25.0,7542.0
DK13079,2022-12-11,DK,8942.0,3365856.0,49.0,7591.0
DK13080,2022-12-18,DK,6909.0,3372765.0,51.0,7642.0
DK13081,2022-12-25,DK,9086.0,3381851.0,70.0,7712.0
DK13082,2023-01-01,DK,7754.0,3389605.0,81.0,7793.0
DK13083,2023-01-08,DK,4858.0,3394463.0,116.0,7909.0
DK13084,2023-01-15,DK,2454.0,3396917.0,96.0,8005.0
DK13085,2023-01-22,DK,1357.0,3398274.0,77.0,8082.0
DK13086,2023-01-29,DK,1064.0,3399338.0,46.0,8128.0
DK13087,2023-02-05,DK,1072.0,3400410.0,42.0,8170.0
DK13088,2023-02-12,DK,961.0,3401371.0,25.0,8195.0
DK13089,2023-02-19,DK,880.0,3402251.0,37.0,8232.0
DK13090,2023-02-26,DK,823.0,3403074.0,15.0,8247.0
DK13091,2023-03-05,DK,755.0,3403829.0,30.0,8277.0
DK13092,2023-03-12,DK,845.0,3404674.0,27.0,8304.0
DK13093,2023-03-19,DK,1248.0,3405922.0,30.0,8334.0
DK13094,2023-03-26,DK,1584.0,3407506.0,18.0,8352.0
DK13095,2023-04-02,DK,1309.0,3408815.0,39.0,8391.0
DK13096,2023-04-09,DK,815.0,3409630.0,29.0,8420.0
DK13097,2023-04-16,DK,833.0,3410463.0,44.0,8464.0
DK13098,2023-04-23,DK,751.0,3411214.0,45.0,8509.0
DK13099,2023-04-30,DK,586.0,3411800.0,37.0,8546.0
DK13100,2023-05-07,DK,524.0,3412324.0,40.0,8586.0
DK13101,2023-05-14,DK,602.0,3412926.0,46.0,8632.0
DK13102,2023-05-21,DK,367.0,3413293.0,32.0,8664.0
DK13103,2023-05-28,DK,349.0,3413642.0,24.0,8688.0
DK13104,2023-06-04,DK,193.0,3413835.0,27.0,8715.0
DK13105,2023-06-11,DK,172.0,3414007.0,15.0,8730.0
DK13106,2023-06-18,DK,162.0,3414169.0,11.0,8741.0
DK13107,2023-06-25,DK,26.0,3414195.0,3.0,8744.0
DK13108,2023-07-02,DK,79.0,3414274.0,3.0,8747.0
DK13109,2023-07-09,DK,59.0,3414333.0,7.0,8754.0
DK13110,2023-07-16,DK,86.0,3414419.0,2.0,8756.0
DK13111,2023-07-23,DK,91.0,3414510.0,8.0,8764.0
DK13112,2023-07-30,DK,59.0,3414569.0,1.0,8765.0
DK13113,2023-08-06,DK,105.0,3414674.0,6.0,8771.0
DK13114,2023-08-13,DK,141.0,3414815.0,2.0,8773.0
DK13115,2023-08-20,DK,276.0,3415091.0,7.0,8780.0
DK13116,2023-08-27,DK,284.0,3415375.0,2.0,8782.0
DK13117,2023-09-03,DK,369.0,3415744.0,8.0,8790.0
DK13118,2023-09-10,DK,429.0,3416173.0,9.0,8799.0
DK13119,2023-09-17,DK,381.0,3416554.0,12.0,8811.0
DK13120,2023-09-24,DK,144.0,3416698.0,3.0,8814.0
DK13121,2023-10-01,DK,319.0,3417017.0,10.0,8824.0
DK13126,2023-11-05,DK,941.0,3417958.0,43.0,8867.0
DK13127,2023-11-12,DK,1079.0,3419037.0,51.0,8918.0
DK13128,2023-11-19,DK,1210.0,3420247.0,50.0,8968.0
DK13129,2023-11-26,DK,1657.0,3421904.0,61.0,9029.0
DK13130,2023-12-03,DK,2050.0,3423954.0,71.0,9100.0
DK13131,2023-12-10,DK,2712.0,3426666.0,98.0,9198.0
DK13132,2023-12-17,DK,2688.0,3429354.0,120.0,9318.0
DK13133,2023-12-24,DK,1952.0,3431306.0,100.0,9418.0
DK13134,2023-12-31,DK,1040.0,3432346.0,75.0,9493.0
DK13135,2024-01-07,DK,732.0,3433078.0,38.0,9531.0
DK13136,2024-01-14,DK,392.0,3433470.0,31.0,9562.0
DK13137,2024-01-21,DK,316.0,3433786.0,23.0,9585.0
DK13138,2024-01-28,DK,216.0,3434002.0,17.0,9602.0
DK13139,2024-02-04,DK,170.0,3434172.0,6.0,9608.0
DK13140,2024-02-11,DK,129.0,3434301.0,15.0,9623.0
DK13141,2024-02-18,DK,119.0,3434420.0,8.0,9631.0
DK13142,2024-02-25,DK,91.0,3434511.0,7.0,9638.0
DK13143,2024-03-03,DK,87.0,3434598.0,4.0,9642.0
DK13144,2024-03-10,DK,62.0,3434660.0,5.0,9647.0
DK13145,2024-03-17,DK,63.0,3434723.0,3.0,9650.0
DK13146,2024-03-24,DK,65.0,3434788.0,6.0,9656.0
DK13147,2024-03-31,DK,56.0,3434844.0,2.0,9658.0
DK13148,2024-04-07,DK,43.0,3434887.0,3.0,9661.0
DK13149,2024-04-14,DK,52.0,3434939.0,4.0,9665.0
DK13150,2024-04-21,DK,38.0,3434977.0,3.0,9668.0
DK13151,2024-04-28,DK,42.0,3435019.0,2.0,9670.0
DK13152,2024-05-05,DK,62.0,3435081.0,3.0,9673.0
DK13153,2024-05-12,DK,51.0,3435132.0,2.0,9675.0
DK13154,2024-05-19,DK,67.0,3435199.0,1.0,9676.0
DK13155,2024-05-26,DK,60.0,3435259.0,1.0,9677.0
DK13156,2024-06-02,DK,61.0,3435320.0,2.0,9679.0
DK13157,2024-06-09,DK,64.0,3435384.0,2.0,9681.0
DK13158,2024-06-16,DK,115.0,3435499.0,5.0,9686.0
DK13159,2024-06-23,DK,180.0,3435679.0,7.0,9693.0
DK13160,2024-06-30,DK,259.0,3435938.0,5.0,9698.0
DK13161,2024-07-07,DK,307.0,3436245.0,6.0,9704.0
DK13162,2024-07-14,DK,460.0,3436705.0,14.0,9718.0
DK13163,2024-07-21,DK,506.0,3437211.0,20.0,9738.0
DK13164,2024-07-28,DK,418.0,3437629.0,17.0,9755.0
DK13165,2024-08-04,DK,335.0,3437964.0,16.0,9771.0
DK13166,2024-08-11,DK,343.0,3438307.0,15.0,9786.0
DK13167,2024-08-18,DK,401.0,3438708.0,8.0,9794.0
DK13168,2024-08-25,DK,444.0,3439152.0,10.0,9804.0
DK13169,2024-09-01,DK,490.0,3439642.0,4.0,9808.0
DM13255,2021-08-22,DM,747.0,1323.0,1.0,1.0
DM13256,2021-08-29,DM,315.0,1638.0,3.0,4.0
DM13258,2021-09-12,DM,666.0,2498.0,3.0,7.0
DM13259,2021-09-19,DM,260.0,2758.0,1.0,8.0
DM13260,2021-09-26,DM,535.0,3293.0,7.0,15.0
DM13261,2021-10-03,DM,309.0,3602.0,6.0,21.0
DM13262,2021-10-10,DM,418.0,4020.0,5.0,26.0
DM13263,2021-10-17,DM,133.0,4153.0,2.0,28.0
DM13264,2021-10-24,DM,355.0,4508.0,2.0,30.0
DM13265,2021-10-31,DM,275.0,4783.0,2.0,32.0
DM13268,2021-11-21,DM,480.0,5441.0,3.0,35.0
DM13269,2021-11-28,DM,335.0,5776.0,2.0,37.0
DM13270,2021-12-05,DM,310.0,6086.0,5.0,42.0
DM13272,2021-12-19,DM,173.0,6430.0,2.0,44.0
DM13273,2021-12-26,DM,129.0,6559.0,1.0,45.0
DM13274,2022-01-02,DM,303.0,6862.0,2.0,47.0
DM13276,2022-01-16,DM,563.0,7957.0,1.0,48.0
DM13277,2022-01-23,DM,560.0,8517.0,1.0,49.0
DM13278,2022-01-30,DM,515.0,9032.0,2.0,51.0
DM13280,2022-02-13,DM,527.0,10527.0,2.0,53.0
DM13281,2022-02-20,DM,225.0,10752.0,4.0,57.0
DM13283,2022-03-06,DM,140.0,11248.0,4.0,61.0
DM13284,2022-03-13,DM,281.0,11529.0,1.0,62.0
DM13286,2022-03-27,DM,60.0,11805.0,1.0,63.0
DM13295,2022-05-29,DM,381.0,14295.0,4.0,67.0
DM13299,2022-06-26,DM,71.0,14852.0,1.0,68.0
DM13313,2022-10-02,DM,895.0,15747.0,6.0,74.0
DO13425,2020-03-22,DO,67.0,72.0,2.0,2.0
DO13426,2020-03-29,DO,509.0,581.0,18.0,20.0
DO13427,2020-04-05,DO,907.0,1488.0,48.0,68.0
DO13428,2020-04-12,DO,1132.0,2620.0,58.0,126.0
DO13429,2020-04-19,DO,1715.0,4335.0,91.0,217.0
DO13430,2020-04-26,DO,1591.0,5926.0,56.0,273.0
DO13431,2020-05-03,DO,1652.0,7578.0,53.0,326.0
DO13432,2020-05-10,DO,2304.0,9882.0,59.0,385.0
DO13433,2020-05-17,DO,2228.0,12110.0,43.0,428.0
DO13434,2020-05-24,DO,2312.0,14422.0,30.0,458.0
DO13435,2020-05-31,DO,2486.0,16908.0,40.0,498.0
DO13436,2020-06-07,DO,2287.0,19195.0,38.0,536.0
DO13437,2020-06-14,DO,3377.0,22572.0,41.0,577.0
DO13438,2020-06-21,DO,3206.0,25778.0,78.0,655.0
DO13439,2020-06-28,DO,4841.0,30619.0,63.0,718.0
DO13440,2020-07-05,DO,5565.0,36184.0,68.0,786.0
DO13441,2020-07-12,DO,6930.0,43114.0,94.0,880.0
DO13442,2020-07-19,DO,8405.0,51519.0,91.0,971.0
DO13443,2020-07-26,DO,9377.0,60896.0,84.0,1055.0
DO13444,2020-08-02,DO,10519.0,71415.0,115.0,1170.0
DO13445,2020-08-09,DO,7363.0,78778.0,119.0,1289.0
DO13446,2020-08-16,DO,6767.0,85545.0,149.0,1438.0
DO13447,2020-08-23,DO,5016.0,90561.0,116.0,1554.0
DO13448,2020-08-30,DO,3165.0,93726.0,119.0,1673.0
DO13449,2020-09-06,DO,5050.0,98776.0,167.0,1840.0
DO13450,2020-09-13,DO,4316.0,103092.0,113.0,1953.0
DO13451,2020-09-20,DO,4608.0,107700.0,91.0,2044.0
DO13452,2020-09-27,DO,3257.0,110957.0,49.0,2093.0
DO13453,2020-10-04,DO,2969.0,113926.0,35.0,2128.0
DO13454,2020-10-11,DO,4088.0,118014.0,39.0,2167.0
DO13455,2020-10-18,DO,2911.0,120925.0,28.0,2195.0
DO13456,2020-10-25,DO,3093.0,124018.0,25.0,2220.0
DO13457,2020-11-01,DO,3000.0,127018.0,25.0,2245.0
DO13458,2020-11-08,DO,2627.0,129645.0,18.0,2263.0
DO13459,2020-11-15,DO,3580.0,133225.0,19.0,2282.0
DO13460,2020-11-22,DO,4545.0,137770.0,26.0,2308.0
DO13461,2020-11-29,DO,4883.0,142653.0,20.0,2328.0
DO13462,2020-12-06,DO,5002.0,147655.0,17.0,2345.0
DO13463,2020-12-13,DO,5930.0,153585.0,15.0,2360.0
DO13464,2020-12-20,DO,5479.0,159064.0,22.0,2382.0
DO13465,2020-12-27,DO,6876.0,165940.0,22.0,2404.0
DO13466,2021-01-03,DO,7025.0,172965.0,12.0,2416.0
DO13467,2021-01-10,DO,7679.0,180644.0,8.0,2424.0
DO13468,2021-01-17,DO,10695.0,191339.0,8.0,2432.0
DO13469,2021-01-24,DO,11168.0,202507.0,81.0,2513.0
DO13470,2021-01-31,DO,10046.0,212553.0,133.0,2646.0
DO13471,2021-02-07,DO,9595.0,222148.0,155.0,2801.0
DO13472,2021-02-14,DO,6747.0,228895.0,131.0,2932.0
DO13473,2021-02-21,DO,5607.0,234502.0,96.0,3028.0
DO13474,2021-02-28,DO,4507.0,239009.0,65.0,3093.0
DO13475,2021-03-07,DO,3651.0,242660.0,69.0,3162.0
DO13476,2021-03-14,DO,2956.0,245616.0,51.0,3213.0
DO13477,2021-03-21,DO,3373.0,248989.0,56.0,3269.0
DO13478,2021-03-28,DO,2593.0,251582.0,33.0,3302.0
DO13479,2021-04-04,DO,2199.0,253781.0,32.0,3334.0
DO13480,2021-04-11,DO,3405.0,257186.0,51.0,3385.0
DO13481,2021-04-18,DO,3441.0,260627.0,29.0,3414.0
DO13482,2021-04-25,DO,3317.0,263944.0,37.0,3451.0
DO13483,2021-05-02,DO,2917.0,266861.0,36.0,3487.0
DO13484,2021-05-09,DO,3739.0,270600.0,36.0,3523.0
DO13485,2021-05-16,DO,5672.0,276272.0,46.0,3569.0
DO13486,2021-05-23,DO,6413.0,282685.0,37.0,3606.0
DO13487,2021-05-30,DO,7841.0,290526.0,22.0,3628.0
DO13488,2021-06-06,DO,9155.0,299681.0,24.0,3652.0
DO13489,2021-06-13,DO,8166.0,307847.0,53.0,3705.0
DO13490,2021-06-20,DO,7968.0,315815.0,49.0,3754.0
DO13491,2021-06-27,DO,6256.0,322071.0,42.0,3796.0
DO13492,2021-07-04,DO,6305.0,328376.0,56.0,3852.0
DO13493,2021-07-11,DO,4677.0,333053.0,37.0,3889.0
DO13494,2021-07-18,DO,4094.0,337147.0,26.0,3915.0
DO13495,2021-07-25,DO,2522.0,339669.0,22.0,3937.0
DO13496,2021-08-01,DO,2236.0,341905.0,26.0,3963.0
DO13497,2021-08-08,DO,2246.0,344151.0,11.0,3974.0
DO13498,2021-08-15,DO,1809.0,345960.0,2.0,3976.0
DO13499,2021-08-22,DO,1677.0,347637.0,13.0,3989.0
DO13500,2021-08-29,DO,1983.0,349620.0,18.0,4007.0
DO13501,2021-09-05,DO,1833.0,351453.0,5.0,4012.0
DO13502,2021-09-12,DO,1618.0,353071.0,2.0,4014.0
DO13503,2021-09-19,DO,1942.0,355013.0,13.0,4027.0
DO13504,2021-09-26,DO,1921.0,356934.0,11.0,4038.0
DO13505,2021-10-03,DO,3323.0,360257.0,11.0,4049.0
DO13506,2021-10-10,DO,4806.0,365063.0,18.0,4067.0
DO13507,2021-10-17,DO,4637.0,369700.0,17.0,4084.0
DO13508,2021-10-24,DO,5845.0,375545.0,22.0,4106.0
DO13509,2021-10-31,DO,5429.0,380974.0,23.0,4129.0
DO13510,2021-11-07,DO,6295.0,387269.0,21.0,4150.0
DO13511,2021-11-14,DO,7339.0,394608.0,16.0,4166.0
DO13512,2021-11-21,DO,7306.0,401914.0,20.0,4186.0
DO13513,2021-11-28,DO,4597.0,406511.0,18.0,4204.0
DO13514,2021-12-05,DO,1734.0,408245.0,8.0,4212.0
DO13515,2021-12-12,DO,1842.0,410087.0,6.0,4218.0
DO13516,2021-12-19,DO,1179.0,411266.0,4.0,4222.0
DO13517,2021-12-26,DO,2621.0,413887.0,15.0,4237.0
DO13518,2022-01-02,DO,6040.0,419927.0,10.0,4247.0
DO13519,2022-01-09,DO,31258.0,451185.0,8.0,4255.0
DO13520,2022-01-16,DO,43410.0,494595.0,13.0,4268.0
DO13521,2022-01-23,DO,42172.0,536767.0,17.0,4285.0
DO13522,2022-01-30,DO,16064.0,552831.0,16.0,4301.0
DO13523,2022-02-06,DO,8826.0,561657.0,21.0,4322.0
DO13524,2022-02-13,DO,7367.0,569024.0,21.0,4343.0
DO13525,2022-02-20,DO,2528.0,571552.0,14.0,4357.0
DO13526,2022-02-27,DO,2519.0,574071.0,11.0,4368.0
DO13527,2022-03-06,DO,1812.0,575883.0,3.0,4371.0
DO13528,2022-03-13,DO,484.0,576367.0,3.0,4374.0
DO13529,2022-03-20,DO,950.0,577317.0,1.0,4375.0
DO13534,2022-04-24,DO,334.0,579079.0,1.0,4376.0
DO13538,2022-05-22,DO,838.0,581250.0,1.0,4377.0
DO13541,2022-06-12,DO,4665.0,590764.0,3.0,4380.0
DO13542,2022-06-19,DO,5918.0,596682.0,2.0,4382.0
DO13543,2022-06-26,DO,5672.0,602354.0,1.0,4383.0
DO13549,2022-08-07,DO,3930.0,632655.0,1.0,4384.0
DZ13670,2020-03-29,DZ,315.0,454.0,30.0,30.0
DZ13671,2020-04-05,DZ,797.0,1251.0,100.0,130.0
DZ13672,2020-04-12,DZ,574.0,1825.0,146.0,276.0
DZ13673,2020-04-19,DZ,709.0,2534.0,92.0,368.0
DZ13674,2020-04-26,DZ,722.0,3256.0,48.0,416.0
DZ13675,2020-05-03,DZ,1039.0,4295.0,40.0,456.0
DZ13676,2020-05-10,DZ,1263.0,5558.0,35.0,491.0
DZ13677,2020-05-17,DZ,1263.0,6821.0,48.0,539.0
DZ13678,2020-05-24,DZ,1292.0,8113.0,50.0,589.0
DZ13679,2020-05-31,DZ,1154.0,9267.0,54.0,643.0
DZ13680,2020-06-07,DZ,783.0,10050.0,52.0,695.0
DZ13681,2020-06-14,DZ,760.0,10810.0,53.0,748.0
DZ13682,2020-06-21,DZ,821.0,11631.0,77.0,825.0
DZ13683,2020-06-28,DZ,1337.0,12968.0,55.0,880.0
DZ13684,2020-07-05,DZ,2532.0,15500.0,54.0,934.0
DZ13685,2020-07-12,DZ,3212.0,18712.0,58.0,992.0
DZ13686,2020-07-19,DZ,3837.0,22549.0,64.0,1056.0
DZ13687,2020-07-26,DZ,4215.0,26764.0,78.0,1134.0
DZ13688,2020-08-02,DZ,4186.0,30950.0,77.0,1211.0
DZ13689,2020-08-09,DZ,3743.0,34693.0,70.0,1281.0
DZ13690,2020-08-16,DZ,3440.0,38133.0,67.0,1348.0
DZ13691,2020-08-23,DZ,2935.0,41068.0,64.0,1412.0
DZ13692,2020-08-30,DZ,2714.0,43782.0,77.0,1489.0
DZ13693,2020-09-06,DZ,2289.0,46071.0,58.0,1547.0
DZ13694,2020-09-13,DZ,1936.0,48007.0,56.0,1603.0
DZ13695,2020-09-20,DZ,1616.0,49623.0,60.0,1663.0
DZ13696,2020-09-27,DZ,1291.0,50914.0,46.0,1709.0
DZ13697,2020-10-04,DZ,1081.0,51995.0,47.0,1756.0
DZ13698,2020-10-11,DZ,945.0,52940.0,39.0,1795.0
DZ13699,2020-10-18,DZ,1263.0,54203.0,51.0,1846.0
DZ13700,2020-10-25,DZ,1427.0,55630.0,51.0,1897.0
DZ13701,2020-11-01,DZ,2312.0,57942.0,67.0,1964.0
DZ13702,2020-11-08,DZ,3439.0,61381.0,72.0,2036.0
DZ13703,2020-11-15,DZ,5438.0,66819.0,103.0,2139.0
DZ13704,2020-11-22,DZ,6955.0,73774.0,119.0,2258.0
DZ13705,2020-11-29,DZ,7438.0,81212.0,135.0,2393.0
DZ13706,2020-12-06,DZ,6290.0,87502.0,108.0,2501.0
DZ13707,2020-12-13,DZ,4136.0,91638.0,83.0,2584.0
DZ13708,2020-12-20,DZ,3143.0,94781.0,75.0,2659.0
DZ13709,2020-12-27,DZ,3076.0,97857.0,63.0,2722.0
DZ13710,2021-01-03,DZ,2302.0,100159.0,47.0,2769.0
DZ13711,2021-01-10,DZ,1754.0,101913.0,34.0,2803.0
DZ13712,2021-01-17,DZ,1698.0,103611.0,28.0,2831.0
DZ13713,2021-01-24,DZ,1758.0,105369.0,30.0,2861.0
DZ13714,2021-01-31,DZ,1753.0,107122.0,27.0,2888.0
DZ13715,2021-02-07,DZ,1730.0,108852.0,23.0,2911.0
DZ13716,2021-02-14,DZ,1661.0,110513.0,24.0,2935.0
DZ13717,2021-02-21,DZ,1251.0,111764.0,23.0,2958.0
DZ13718,2021-02-28,DZ,1196.0,112960.0,21.0,2979.0
DZ13719,2021-03-07,DZ,1144.0,114104.0,31.0,3010.0
DZ13720,2021-03-14,DZ,1039.0,115143.0,24.0,3034.0
DZ13721,2021-03-21,DZ,923.0,116066.0,21.0,3055.0
DZ13722,2021-03-28,DZ,684.0,116750.0,22.0,3077.0
DZ13723,2021-04-04,DZ,774.0,117524.0,25.0,3102.0
DZ13724,2021-04-11,DZ,854.0,118378.0,24.0,3126.0
DZ13725,2021-04-18,DZ,1108.0,119486.0,26.0,3152.0
DZ13726,2021-04-25,DZ,1250.0,120736.0,46.0,3198.0
DZ13727,2021-05-02,DZ,1575.0,122311.0,63.0,3261.0
DZ13728,2021-05-09,DZ,1589.0,123900.0,60.0,3321.0
DZ13729,2021-05-16,DZ,1294.0,125194.0,45.0,3366.0
DZ13730,2021-05-23,DZ,1457.0,126651.0,45.0,3411.0
DZ13731,2021-05-30,DZ,1805.0,128456.0,49.0,3460.0
DZ13732,2021-06-06,DZ,2225.0,130681.0,50.0,3510.0
DZ13733,2021-06-13,DZ,2389.0,133070.0,55.0,3565.0
DZ13734,2021-06-20,DZ,2516.0,135586.0,59.0,3624.0
DZ13735,2021-06-27,DZ,2527.0,138113.0,61.0,3685.0
DZ13736,2021-07-04,DZ,2894.0,141007.0,60.0,3745.0
DZ13737,2021-07-11,DZ,4289.0,145296.0,79.0,3824.0
DZ13738,2021-07-18,DZ,6914.0,152210.0,98.0,3922.0
DZ13739,2021-07-25,DZ,8658.0,160868.0,120.0,4042.0
DZ13740,2021-08-01,DZ,10524.0,171392.0,212.0,4254.0
DZ13741,2021-08-08,DZ,8964.0,180356.0,266.0,4520.0
DZ13742,2021-08-15,DZ,6299.0,186655.0,246.0,4766.0
DZ13743,2021-08-22,DZ,4516.0,191171.0,218.0,4984.0
DZ13744,2021-08-29,DZ,3500.0,194671.0,195.0,5179.0
DZ13745,2021-09-05,DZ,2988.0,197659.0,220.0,5399.0
DZ13746,2021-09-12,DZ,2163.0,199822.0,159.0,5558.0
DZ13747,2021-09-19,DZ,1402.0,201224.0,112.0,5670.0
DZ13748,2021-09-26,DZ,1350.0,202574.0,97.0,5767.0
DZ13749,2021-10-03,DZ,1083.0,203657.0,52.0,5819.0
DZ13750,2021-10-10,DZ,833.0,204490.0,31.0,5850.0
DZ13751,2021-10-17,DZ,709.0,205199.0,20.0,5870.0
DZ13752,2021-10-24,DZ,551.0,205750.0,16.0,5886.0
DZ13753,2021-10-31,DZ,608.0,206358.0,32.0,5918.0
DZ13754,2021-11-07,DZ,721.0,207079.0,23.0,5941.0
DZ13755,2021-11-14,DZ,794.0,207873.0,36.0,5977.0
DZ13756,2021-11-21,DZ,966.0,208839.0,40.0,6017.0
DZ13757,2021-11-28,DZ,1141.0,209980.0,35.0,6052.0
DZ13758,2021-12-05,DZ,1317.0,211297.0,44.0,6096.0
DZ13759,2021-12-12,DZ,1355.0,212652.0,41.0,6137.0
DZ13760,2021-12-19,DZ,1678.0,214330.0,43.0,6180.0
DZ13761,2021-12-26,DZ,2046.0,216376.0,49.0,6229.0
DZ13762,2022-01-02,DZ,2442.0,218818.0,55.0,6284.0
DZ13763,2022-01-09,DZ,2924.0,221742.0,46.0,6330.0
DZ13764,2022-01-16,DZ,3742.0,225484.0,74.0,6404.0
DZ13765,2022-01-23,DZ,9052.0,234536.0,77.0,6481.0
DZ13766,2022-01-30,DZ,14774.0,249310.0,74.0,6555.0
DZ13767,2022-02-06,DZ,8288.0,257598.0,85.0,6640.0
DZ13768,2022-02-13,DZ,3628.0,261226.0,75.0,6715.0
DZ13769,2022-02-20,DZ,2710.0,263936.0,72.0,6787.0
DZ13770,2022-02-27,DZ,842.0,264778.0,41.0,6828.0
DZ13771,2022-03-06,DZ,449.0,265227.0,25.0,6853.0
DZ13772,2022-03-13,DZ,183.0,265410.0,9.0,6862.0
DZ13773,2022-03-20,DZ,129.0,265539.0,9.0,6871.0
DZ13774,2022-03-27,DZ,82.0,265621.0,2.0,6873.0
DZ13775,2022-04-03,DZ,63.0,265684.0,1.0,6874.0
DZ13779,2022-05-01,DZ,19.0,265780.0,1.0,6875.0
DZ13791,2022-07-24,DZ,348.0,266772.0,1.0,6876.0
DZ13793,2022-08-07,DZ,767.0,268141.0,2.0,6878.0
DZ13798,2022-09-11,DZ,106.0,270532.0,1.0,6879.0
DZ13802,2022-10-09,DZ,25.0,270707.0,2.0,6881.0
EC13913,2020-03-22,EC,483.0,506.0,7.0,7.0
EC13914,2020-03-29,EC,1317.0,1823.0,41.0,48.0
EC13915,2020-04-05,EC,1642.0,3465.0,124.0,172.0
EC13916,2020-04-12,EC,3792.0,7257.0,143.0,315.0
EC13917,2020-04-19,EC,1765.0,9022.0,141.0,456.0
EC13918,2020-04-26,EC,13697.0,22719.0,120.0,576.0
EC13919,2020-05-03,EC,4745.0,27464.0,795.0,1371.0
EC13920,2020-05-10,EC,1607.0,29071.0,346.0,1717.0
EC13921,2020-05-17,EC,2396.0,31467.0,877.0,2594.0
EC13922,2020-05-24,EC,4791.0,36258.0,502.0,3096.0
EC13923,2020-05-31,EC,2585.0,38843.0,250.0,3346.0
EC13924,2020-06-07,EC,3885.0,42728.0,262.0,3608.0
EC13925,2020-06-14,EC,3628.0,46356.0,266.0,3874.0
EC13926,2020-06-21,EC,3827.0,50183.0,325.0,4199.0
EC13927,2020-06-28,EC,4391.0,54574.0,225.0,4424.0
EC13928,2020-07-05,EC,6961.0,61535.0,345.0,4769.0
EC13929,2020-07-12,EC,5674.0,67209.0,262.0,5031.0
EC13930,2020-07-19,EC,6173.0,73382.0,251.0,5282.0
EC13931,2020-07-26,EC,6654.0,80036.0,225.0,5507.0
EC13932,2020-08-02,EC,6196.0,86232.0,229.0,5736.0
EC13933,2020-08-09,EC,7340.0,93572.0,180.0,5916.0
EC13934,2020-08-16,EC,7116.0,100688.0,149.0,6065.0
EC13935,2020-08-23,EC,6401.0,107089.0,212.0,6277.0
EC13936,2020-08-30,EC,5817.0,112906.0,260.0,6537.0
EC13937,2020-09-06,EC,5139.0,118045.0,187.0,6724.0
EC13938,2020-09-13,EC,-1594.0,116451.0,4140.0,10864.0
