Case ID,Date,Country Code,New Cases,Cumulative Cases,New Deaths,Cumulative Deaths
CN4852,2022-10-23,CN,285348.0,8655725.0,479.0,27950.0
CN4853,2022-10-30,CN,257994.0,8913719.0,510.0,28460.0
CN4854,2022-11-06,CN,219102.0,9132821.0,479.0,28939.0
CN4855,2022-11-13,CN,171745.0,9304566.0,431.0,29370.0
CN4856,2022-11-20,CN,158813.0,9463379.0,468.0,29838.0
CN4857,2022-11-27,CN,144205.0,9607584.0,354.0,30192.0
CN4858,2022-12-04,CN,146141.0,9753725.0,375.0,30567.0
CN4859,2022-12-11,CN,1117898.0,10871623.0,871.0,31438.0
CN4860,2022-12-18,CN,11098550.0,21970173.0,1708.0,33146.0
CN4861,2022-12-25,CN,40475477.0,62445650.0,5849.0,38995.0
CN4862,2023-01-01,CN,24644876.0,87090526.0,17893.0,56888.0
CN4863,2023-01-08,CN,8061762.0,95152288.0,12991.0,69879.0
CN4864,2023-02-05,CN,192969.0,98637553.0,47687.0,117566.0
CN4865,2023-02-12,CN,148174.0,98785727.0,1360.0,118926.0
CN4866,2023-02-19,CN,118748.0,98904475.0,537.0,119463.0
CN4867,2023-02-26,CN,77670.0,98982145.0,358.0,119821.0
CN4868,2023-03-05,CN,84790.0,99066935.0,360.0,120181.0
CN4869,2023-03-12,CN,92268.0,99159203.0,329.0,120510.0
CN4870,2023-03-19,CN,65301.0,99224504.0,265.0,120775.0
CN4871,2023-03-26,CN,13602.0,99238106.0,119.0,120894.0
CN4872,2023-04-02,CN,1060.0,99239166.0,3.0,120897.0
CN4873,2023-04-09,CN,1228.0,99240394.0,8.0,120905.0
CN4874,2023-04-16,CN,1699.0,99242093.0,7.0,120912.0
CN4875,2023-04-23,CN,2206.0,99244299.0,11.0,120923.0
CN4876,2023-04-30,CN,3082.0,99247381.0,38.0,120961.0
CN4877,2023-05-07,CN,3736.0,99251117.0,54.0,121015.0
CN4878,2023-05-14,CN,4440.0,99255557.0,58.0,121073.0
CN4879,2023-05-21,CN,4437.0,99259994.0,71.0,121144.0
CN4880,2023-05-28,CN,6466.0,99266460.0,91.0,121235.0
CN4881,2023-06-04,CN,5030.0,99271490.0,1.0,121236.0
CN4882,2023-06-11,CN,6956.0,99278446.0,154.0,121390.0
CN4883,2023-06-25,CN,2437.0,99285438.0,75.0,121465.0
CN4884,2023-07-02,CN,3878.0,99289316.0,25.0,121490.0
CN4885,2023-07-09,CN,2733.0,99292049.0,25.0,121515.0
CN4886,2023-07-16,CN,2666.0,99294715.0,21.0,121536.0
CN4887,2023-08-06,CN,1954.0,99301655.0,111.0,121647.0
CN4888,2023-08-13,CN,964.0,99302619.0,24.0,121671.0
CN4889,2023-08-27,CN,1587.0,99305669.0,8.0,121679.0
CN4890,2023-09-10,CN,1527.0,99308843.0,23.0,121702.0
CN4891,2023-09-17,CN,1025.0,99309868.0,12.0,121714.0
CN4892,2023-09-24,CN,1152.0,99311020.0,8.0,121722.0
CN4893,2023-10-08,CN,1555.0,99315126.0,75.0,121797.0
CN4894,2023-10-15,CN,1372.0,99316498.0,12.0,121809.0
CN4895,2023-10-22,CN,1070.0,99317568.0,14.0,121823.0
CN4896,2023-10-29,CN,805.0,99318373.0,12.0,121835.0
CN4897,2023-11-05,CN,636.0,99319009.0,32.0,121867.0
CN4898,2023-11-12,CN,559.0,99319568.0,6.0,121873.0
CN4899,2023-11-19,CN,467.0,99320035.0,1.0,121874.0
CN4900,2023-11-26,CN,390.0,99320425.0,3.0,121877.0
CN4901,2023-12-03,CN,420.0,99320845.0,9.0,121886.0
CN4902,2023-12-10,CN,397.0,99321242.0,2.0,121888.0
CN4903,2023-12-24,CN,505.0,99322142.0,1.0,121889.0
CN4904,2023-12-31,CN,585.0,99322727.0,4.0,121893.0
CN4905,2024-01-07,CN,1029.0,99323756.0,45.0,121938.0
CN4906,2024-01-14,CN,1352.0,99325108.0,-22.0,121916.0
CN4907,2024-01-21,CN,1315.0,99326423.0,5.0,121921.0
CN4908,2024-01-28,CN,1331.0,99327754.0,12.0,121933.0
CN4909,2024-02-04,CN,1495.0,99329249.0,13.0,121946.0
CN4910,2024-02-11,CN,1267.0,99330516.0,10.0,121956.0
CN4911,2024-02-18,CN,1208.0,99331724.0,20.0,121976.0
CN4912,2024-02-25,CN,3028.0,99334752.0,17.0,121993.0
CN4913,2024-03-03,CN,1999.0,99336751.0,41.0,122034.0
CN4914,2024-03-10,CN,3018.0,99339769.0,16.0,122050.0
CN4915,2024-03-24,CN,2485.0,99345680.0,56.0,122106.0
CN4916,2024-03-31,CN,1768.0,99347448.0,19.0,122125.0
CN4917,2024-04-07,CN,1368.0,99348816.0,18.0,122143.0
CN4918,2024-04-14,CN,1511.0,99350327.0,10.0,122153.0
CN4919,2024-04-21,CN,1431.0,99351758.0,17.0,122170.0
CN4920,2024-04-28,CN,1403.0,99353161.0,6.0,122176.0
CN4921,2024-05-05,CN,1566.0,99354727.0,20.0,122196.0
CN4922,2024-05-12,CN,1754.0,99356481.0,5.0,122201.0
CN4923,2024-05-19,CN,1414.0,99357895.0,14.0,122215.0
CN4924,2024-05-26,CN,1108.0,99359003.0,10.0,122225.0
CN4925,2024-06-02,CN,799.0,99359802.0,18.0,122243.0
CN4926,2024-06-09,CN,731.0,99360533.0,5.0,122248.0
CN4927,2024-06-16,CN,805.0,99361338.0,6.0,122254.0
CN4928,2024-06-23,CN,910.0,99362248.0,3.0,122257.0
CN4929,2024-06-30,CN,1243.0,99363491.0,4.0,122261.0
CN4930,2024-07-07,CN,1671.0,99365162.0,10.0,122271.0
CN4931,2024-07-14,CN,1879.0,99367041.0,2.0,122273.0
CN4932,2024-07-21,CN,1988.0,99369029.0,7.0,122280.0
CN4933,2024-07-28,CN,2103.0,99371132.0,9.0,122289.0
CN4934,2024-08-04,CN,2087.0,99373219.0,15.0,122304.0
CN4935,2024-08-11,CN,2228.0,99375447.0,5.0,122309.0
CN4936,2024-08-18,CN,1376.0,99376823.0,10.0,122319.0
CN4937,2024-08-25,CN,1153.0,99377976.0,4.0,122323.0
CN4938,2024-09-01,CN,1063.0,99379039.0,3.0,122326.0
CO4939,2020-03-29,CO,527.0,723.0,6.0,6.0
CO4940,2020-04-05,CO,544.0,1267.0,19.0,25.0
CO4941,2020-04-12,CO,1206.0,2473.0,55.0,80.0
CO4942,2020-04-19,CO,966.0,3439.0,73.0,153.0
CO4943,2020-04-26,CO,1442.0,4881.0,72.0,225.0
CO4944,2020-05-03,CO,2125.0,7006.0,89.0,314.0
CO4945,2020-05-10,CO,3045.0,10051.0,114.0,428.0
CO4946,2020-05-17,CO,4165.0,14216.0,118.0,546.0
CO4947,2020-05-24,CO,4915.0,19131.0,136.0,682.0
CO4948,2020-05-31,CO,7557.0,26688.0,171.0,853.0
CO4949,2020-06-07,CO,9947.0,36635.0,292.0,1145.0
CO4950,2020-06-14,CO,10223.0,46858.0,400.0,1545.0
CO4951,2020-06-21,CO,16418.0,63276.0,500.0,2045.0
CO4952,2020-06-28,CO,21166.0,84442.0,766.0,2811.0
CO4953,2020-07-05,CO,25063.0,109505.0,966.0,3777.0
CO4954,2020-07-12,CO,31271.0,140776.0,1148.0,4925.0
CO4955,2020-07-19,CO,41364.0,182140.0,1363.0,6288.0
CO4956,2020-07-26,CO,51401.0,233541.0,1687.0,7975.0
CO4957,2020-08-02,CO,61967.0,295508.0,2130.0,10105.0
CO4958,2020-08-09,CO,71688.0,367196.0,2145.0,12250.0
CO4959,2020-08-16,CO,77915.0,445111.0,2242.0,14492.0
CO4960,2020-08-23,CO,77027.0,522138.0,2076.0,16568.0
CO4961,2020-08-30,CO,68382.0,590520.0,2199.0,18767.0
CO4962,2020-09-06,CO,59542.0,650062.0,2121.0,20888.0
CO4963,2020-09-13,CO,52026.0,702088.0,1630.0,22518.0
CO4964,2020-09-20,CO,48383.0,750471.0,1332.0,23850.0
CO4965,2020-09-27,CO,47846.0,798317.0,1253.0,25103.0
CO4966,2020-10-04,CO,43214.0,841531.0,1294.0,26397.0
CO4967,2020-10-11,CO,52769.0,894300.0,1098.0,27495.0
CO4968,2020-10-18,CO,51054.0,945354.0,1121.0,28616.0
CO4969,2020-10-25,CO,53588.0,998942.0,1186.0,29802.0
CO4970,2020-11-01,CO,64209.0,1063151.0,1333.0,31135.0
CO4971,2020-11-08,CO,64582.0,1127733.0,1270.0,32405.0
CO4972,2020-11-15,CO,54964.0,1182697.0,1264.0,33669.0
CO4973,2020-11-22,CO,50747.0,1233444.0,1260.0,34929.0
CO4974,2020-11-29,CO,57066.0,1290510.0,1285.0,36214.0
CO4975,2020-12-06,CO,62097.0,1352607.0,1253.0,37467.0
CO4976,2020-12-13,CO,56302.0,1408909.0,1202.0,38669.0
CO4977,2020-12-20,CO,73163.0,1482072.0,1350.0,40019.0
CO4978,2020-12-27,CO,92635.0,1574707.0,1671.0,41690.0
CO4979,2021-01-03,CO,80173.0,1654880.0,1805.0,43495.0
CO4980,2021-01-10,CO,100688.0,1755568.0,1936.0,45431.0
CO4981,2021-01-17,CO,114611.0,1870179.0,2437.0,47868.0
CO4982,2021-01-24,CO,117239.0,1987418.0,2718.0,50586.0
CO4983,2021-01-31,CO,90215.0,2077633.0,2698.0,53284.0
CO4984,2021-02-07,CO,65027.0,2142660.0,2119.0,55403.0
CO4985,2021-02-14,CO,42509.0,2185169.0,1793.0,57196.0
CO4986,2021-02-21,CO,31832.0,2217001.0,1315.0,58511.0
CO4987,2021-02-28,CO,27791.0,2244792.0,1007.0,59518.0
CO4988,2021-03-07,CO,24790.0,2269582.0,782.0,60300.0
CO4989,2021-03-14,CO,25035.0,2294617.0,650.0,60950.0
CO4990,2021-03-21,CO,29809.0,2324426.0,821.0,61771.0
CO4991,2021-03-28,CO,42911.0,2367337.0,874.0,62645.0
CO4992,2021-04-04,CO,60711.0,2428048.0,1132.0,63777.0
CO4993,2021-04-11,CO,76158.0,2504206.0,1506.0,65283.0
CO4994,2021-04-18,CO,115216.0,2619422.0,2281.0,67564.0
CO4995,2021-04-25,CO,121122.0,2740544.0,2882.0,70446.0
CO4996,2021-05-02,CO,119180.0,2859724.0,3274.0,73720.0
CO4997,2021-05-09,CO,108902.0,2968626.0,3147.0,76867.0
CO4998,2021-05-16,CO,115834.0,3084460.0,3383.0,80250.0
CO4999,2021-05-23,CO,107590.0,3192050.0,3469.0,83719.0
CO5000,2021-05-30,CO,150517.0,3342567.0,3488.0,87207.0
CO5001,2021-06-06,CO,175479.0,3518046.0,3683.0,90890.0
CO5002,2021-06-13,CO,176661.0,3694707.0,3725.0,94615.0
CO5003,2021-06-20,CO,193907.0,3888614.0,4131.0,98746.0
CO5004,2021-06-27,CO,204132.0,4092746.0,4575.0,103321.0
CO5005,2021-07-04,CO,204556.0,4297302.0,4402.0,107723.0
CO5006,2021-07-11,CO,174320.0,4471622.0,4008.0,111731.0
CO5007,2021-07-18,CO,129713.0,4601335.0,3602.0,115333.0
CO5008,2021-07-25,CO,104399.0,4705734.0,2855.0,118188.0
CO5009,2021-08-01,CO,70557.0,4776291.0,2244.0,120432.0
CO5010,2021-08-08,CO,52292.0,4828583.0,1655.0,122087.0
CO5011,2021-08-15,CO,32039.0,4860622.0,1134.0,123221.0
CO5012,2021-08-22,CO,23310.0,4883932.0,802.0,124023.0
CO5013,2021-08-29,CO,17231.0,4901163.0,625.0,124648.0
CO5014,2021-09-05,CO,13718.0,4914881.0,510.0,125158.0
CO5015,2021-09-12,CO,11891.0,4926772.0,371.0,125529.0
CO5016,2021-09-19,CO,10824.0,4937596.0,297.0,125826.0
CO5017,2021-09-26,CO,10917.0,4948513.0,242.0,126068.0
CO5018,2021-10-03,CO,10631.0,4959144.0,268.0,126336.0
CO5019,2021-10-10,CO,9987.0,4969131.0,216.0,126552.0
CO5020,2021-10-17,CO,9558.0,4978689.0,244.0,126796.0
CO5021,2021-10-24,CO,9332.0,4988021.0,198.0,126994.0
CO5022,2021-10-31,CO,11027.0,4999048.0,231.0,127225.0
CO5023,2021-11-07,CO,11934.0,5010982.0,231.0,127456.0
CO5024,2021-11-14,CO,15840.0,5026822.0,265.0,127721.0
CO5025,2021-11-21,CO,16000.0,5042822.0,292.0,128013.0
CO5026,2021-11-28,CO,17735.0,5060557.0,330.0,128343.0
CO5027,2021-12-05,CO,15821.0,5076378.0,342.0,128685.0
CO5028,2021-12-12,CO,13317.0,5089695.0,326.0,129011.0
CO5029,2021-12-19,CO,13574.0,5103269.0,334.0,129345.0
CO5030,2021-12-26,CO,14985.0,5118254.0,341.0,129686.0
CO5031,2022-01-02,CO,39186.0,5157440.0,256.0,129942.0
CO5032,2022-01-09,CO,111422.0,5268862.0,308.0,130250.0
CO5033,2022-01-16,CO,207042.0,5475904.0,481.0,130731.0
CO5034,2022-01-23,CO,210161.0,5686065.0,1093.0,131824.0
CO5035,2022-01-30,CO,151343.0,5837408.0,1736.0,133560.0
CO5036,2022-02-06,CO,106375.0,5943783.0,1722.0,135282.0
CO5037,2022-02-13,CO,64208.0,6007991.0,1482.0,136764.0
CO5038,2022-02-20,CO,31172.0,6039163.0,1105.0,137869.0
CO5039,2022-02-27,CO,19552.0,6058715.0,632.0,138501.0
CO5040,2022-03-06,CO,10710.0,6069425.0,483.0,138984.0
CO5041,2022-03-13,CO,6231.0,6075656.0,271.0,139255.0
CO5042,2022-03-20,CO,4240.0,6079896.0,160.0,139415.0
CO5043,2022-03-27,CO,3047.0,6082943.0,129.0,139544.0
CO5044,2022-04-03,CO,2327.0,6085270.0,92.0,139636.0
CO5045,2022-04-10,CO,2173.0,6087443.0,67.0,139703.0
CO5046,2022-04-17,CO,1938.0,6089381.0,38.0,139741.0
CO5047,2022-04-24,CO,1422.0,6090803.0,24.0,139765.0
CO5048,2022-05-01,CO,1600.0,6092403.0,28.0,139793.0
CO5049,2022-05-08,CO,1242.0,6093645.0,16.0,139809.0
CO5050,2022-05-15,CO,1671.0,6095316.0,12.0,139821.0
CO5051,2022-05-22,CO,3795.0,6099111.0,12.0,139833.0
CO5052,2022-05-29,CO,4344.0,6103455.0,21.0,139854.0
CO5053,2022-06-05,CO,5650.0,6109105.0,13.0,139867.0
CO5054,2022-06-12,CO,8742.0,6117847.0,27.0,139894.0
CO5055,2022-06-19,CO,13810.0,6131657.0,24.0,139918.0
CO5056,2022-06-26,CO,19697.0,6151354.0,52.0,139970.0
CO5057,2022-07-03,CO,23827.0,6175181.0,100.0,140070.0
CO5058,2022-07-10,CO,23667.0,6198848.0,132.0,140202.0
CO5059,2022-07-17,CO,24649.0,6223497.0,163.0,140365.0
CO5060,2022-07-24,CO,24137.0,6247634.0,238.0,140603.0
CO5061,2022-07-31,CO,18164.0,6265798.0,242.0,140845.0
CO5062,2022-08-07,CO,13200.0,6278998.0,230.0,141075.0
CO5063,2022-08-14,CO,7394.0,6286392.0,212.0,141287.0
CO5064,2022-08-21,CO,6738.0,6293130.0,119.0,141406.0
CO5065,2022-08-28,CO,6465.0,6299595.0,113.0,141519.0
CO5066,2022-09-04,CO,3214.0,6302809.0,127.0,141646.0
CO5067,2022-09-11,CO,1508.0,6304317.0,62.0,141708.0
CO5068,2022-09-18,CO,1245.0,6305562.0,38.0,141746.0
CO5069,2022-09-25,CO,990.0,6306552.0,23.0,141769.0
CO5070,2022-10-02,CO,820.0,6307372.0,25.0,141794.0
CO5071,2022-10-09,CO,715.0,6308087.0,13.0,141807.0
CO5072,2022-10-16,CO,471.0,6308558.0,13.0,141820.0
CO5073,2022-10-23,CO,610.0,6309168.0,7.0,141827.0
CO5074,2022-10-30,CO,548.0,6309716.0,10.0,141837.0
CO5075,2022-11-06,CO,616.0,6310332.0,13.0,141850.0
CO5076,2022-11-13,CO,1027.0,6311359.0,12.0,141862.0
CO5077,2022-11-20,CO,1298.0,6312657.0,19.0,141881.0
CO5078,2022-11-27,CO,2112.0,6314769.0,14.0,141895.0
CO5079,2022-12-04,CO,3252.0,6318021.0,16.0,141911.0
CO5080,2022-12-11,CO,5336.0,6323357.0,32.0,141943.0
CO5081,2022-12-18,CO,7052.0,6330409.0,53.0,141996.0
CO5082,2022-12-25,CO,7930.0,6338339.0,80.0,142076.0
CO5083,2023-01-01,CO,6776.0,6345115.0,103.0,142179.0
CO5084,2023-01-08,CO,4856.0,6349971.0,80.0,142259.0
CO5085,2023-01-22,CO,4820.0,6354791.0,126.0,142385.0
CO5086,2023-01-29,CO,1518.0,6356309.0,101.0,142486.0
CO5087,2023-02-05,CO,891.0,6357200.0,58.0,142544.0
CO5088,2023-02-12,CO,868.0,6358068.0,32.0,142576.0
CO5089,2023-02-19,CO,707.0,6358775.0,20.0,142596.0
CO5090,2023-02-26,CO,689.0,6359464.0,19.0,142615.0
CO5091,2023-03-05,CO,625.0,6360089.0,14.0,142629.0
CO5092,2023-03-12,CO,691.0,6360780.0,10.0,142639.0
CO5093,2023-03-19,CO,513.0,6361293.0,13.0,142652.0
CO5094,2023-03-26,CO,517.0,6361810.0,13.0,142665.0
CO5095,2023-04-02,CO,502.0,6362312.0,13.0,142678.0
CO5096,2023-04-09,CO,746.0,6363058.0,12.0,142690.0
CO5097,2023-04-16,CO,486.0,6363544.0,8.0,142698.0
CO5098,2023-04-23,CO,470.0,6364014.0,8.0,142706.0
CO5099,2023-04-30,CO,622.0,6364636.0,7.0,142713.0
CO5100,2023-05-07,CO,626.0,6365262.0,9.0,142722.0
CO5101,2023-05-14,CO,732.0,6365994.0,5.0,142727.0
CR5102,2020-03-22,CR,87.0,113.0,2.0,2.0
CR5103,2020-04-12,CR,142.0,558.0,1.0,3.0
CR5104,2020-04-19,CR,91.0,649.0,1.0,4.0
CR5105,2020-04-26,CR,38.0,687.0,2.0,6.0
CR5106,2020-05-17,CR,70.0,843.0,2.0,8.0
CR5107,2020-05-24,CR,68.0,911.0,2.0,10.0
CR5108,2020-06-14,CR,384.0,1612.0,2.0,12.0
CR5109,2020-07-05,CR,1475.0,4311.0,6.0,18.0
CR5110,2020-07-12,CR,2534.0,6845.0,8.0,26.0
CR5111,2020-07-19,CR,3124.0,9969.0,21.0,47.0
CR5112,2020-07-26,CR,3700.0,13669.0,40.0,87.0
CR5113,2020-08-02,CR,4151.0,17820.0,63.0,150.0
CR5114,2020-08-09,CR,4261.0,22081.0,68.0,218.0
CR5115,2020-08-16,CR,4850.0,26931.0,63.0,281.0
CR5116,2020-08-23,CR,5203.0,32134.0,59.0,340.0
CR5117,2020-08-30,CR,6351.0,38485.0,67.0,407.0
CR5118,2020-09-06,CR,7195.0,45680.0,62.0,469.0
CR5119,2020-09-13,CR,8289.0,53969.0,114.0,583.0
CR5120,2020-09-20,CR,8405.0,62374.0,103.0,686.0
CR5121,2020-09-27,CR,8442.0,70816.0,126.0,812.0
CR5122,2020-10-04,CR,7013.0,77829.0,118.0,930.0
CR5123,2020-10-11,CR,8224.0,86053.0,125.0,1055.0
CR5124,2020-10-18,CR,8295.0,94348.0,113.0,1168.0
CR5125,2020-10-25,CR,7478.0,101826.0,97.0,1265.0
CR5126,2020-11-01,CR,7040.0,108866.0,106.0,1371.0
CR5127,2020-11-08,CR,6551.0,115417.0,82.0,1453.0
CR5128,2020-11-15,CR,6706.0,122123.0,84.0,1537.0
CR5129,2020-11-22,CR,7295.0,129418.0,71.0,1608.0
CR5130,2020-11-29,CR,7675.0,137093.0,82.0,1690.0
CR5131,2020-12-06,CR,6592.0,143685.0,83.0,1773.0
CR5132,2020-12-13,CR,7262.0,150947.0,122.0,1895.0
CR5133,2020-12-20,CR,6525.0,157472.0,101.0,1996.0
CR5134,2020-12-27,CR,6590.0,164062.0,107.0,2103.0
CR5135,2021-01-03,CR,6529.0,170591.0,90.0,2193.0
CR5136,2021-01-10,CR,7023.0,177614.0,112.0,2305.0
CR5137,2021-01-17,CR,6573.0,184187.0,111.0,2416.0
CR5138,2021-01-24,CR,5121.0,189308.0,102.0,2518.0
CR5139,2021-01-31,CR,3968.0,193276.0,86.0,2604.0
CR5140,2021-02-07,CR,3162.0,196438.0,68.0,2672.0
CR5141,2021-02-14,CR,2749.0,199187.0,42.0,2714.0
CR5142,2021-02-21,CR,2491.0,201678.0,49.0,2763.0
CR5143,2021-02-28,CR,2663.0,204341.0,37.0,2800.0
CR5144,2021-03-07,CR,2299.0,206640.0,33.0,2833.0
CR5145,2021-03-14,CR,2453.0,209093.0,29.0,2862.0
CR5146,2021-03-21,CR,2810.0,211903.0,34.0,2896.0
CR5147,2021-03-28,CR,3275.0,215178.0,35.0,2931.0
CR5148,2021-04-04,CR,2978.0,218156.0,43.0,2974.0
CR5149,2021-04-11,CR,4388.0,222544.0,44.0,3018.0
CR5150,2021-04-18,CR,6033.0,228577.0,53.0,3071.0
CR5151,2021-04-25,CR,8353.0,236930.0,65.0,3136.0
CR5152,2021-05-02,CR,14061.0,250991.0,95.0,3231.0
CR5153,2021-05-09,CR,14495.0,265486.0,134.0,3365.0
CR5154,2021-05-16,CR,17255.0,282741.0,182.0,3547.0
CR5155,2021-05-23,CR,16478.0,299219.0,218.0,3765.0
CR5156,2021-05-30,CR,14883.0,314102.0,197.0,3962.0
CR5157,2021-06-06,CR,13877.0,327979.0,191.0,4153.0
CR5158,2021-06-13,CR,11921.0,339900.0,169.0,4322.0
CR5159,2021-06-20,CR,10730.0,350630.0,151.0,4473.0
CR5160,2021-06-27,CR,10375.0,361005.0,129.0,4602.0
CR5161,2021-07-04,CR,10201.0,371206.0,84.0,4686.0
CR5162,2021-07-11,CR,9276.0,380482.0,87.0,4773.0
CR5163,2021-07-18,CR,9316.0,389798.0,101.0,4874.0
CR5164,2021-07-25,CR,8810.0,398608.0,67.0,4941.0
CR5165,2021-08-01,CR,8206.0,406814.0,89.0,5030.0
CR5166,2021-08-08,CR,9863.0,416677.0,94.0,5124.0
CR5167,2021-08-15,CR,11618.0,428295.0,87.0,5211.0
CR5168,2021-08-22,CR,12352.0,440647.0,101.0,5312.0
CR5169,2021-08-29,CR,15137.0,455784.0,119.0,5431.0
CR5170,2021-09-05,CR,16531.0,472315.0,137.0,5568.0
CR5171,2021-09-12,CR,17469.0,489784.0,186.0,5754.0
CR5172,2021-09-19,CR,15379.0,505163.0,195.0,5949.0
CR5173,2021-09-26,CR,16019.0,521182.0,240.0,6189.0
CR5174,2021-10-03,CR,12691.0,533873.0,224.0,6413.0
CR5175,2021-10-10,CR,10148.0,544021.0,199.0,6612.0
CR5176,2021-10-17,CR,7123.0,551144.0,185.0,6797.0
CR5177,2021-10-24,CR,4826.0,555970.0,149.0,6946.0
CR5178,2021-10-31,CR,3728.0,559698.0,83.0,7029.0
CR5179,2021-11-07,CR,2618.0,562316.0,105.0,7134.0
CR5180,2021-11-14,CR,1843.0,564159.0,63.0,7197.0
CR5181,2021-11-21,CR,1389.0,565548.0,54.0,7251.0
CR5182,2021-11-28,CR,1012.0,566560.0,36.0,7287.0
CR5183,2021-12-05,CR,823.0,567383.0,25.0,7312.0
CR5184,2021-12-12,CR,612.0,567995.0,20.0,7332.0
CR5185,2021-12-19,CR,543.0,568538.0,8.0,7340.0
CR5186,2021-12-26,CR,985.0,569523.0,9.0,7349.0
CR5187,2022-01-02,CR,3025.0,572548.0,8.0,7357.0
CR5188,2022-01-09,CR,11999.0,584547.0,15.0,7372.0
CR5189,2022-01-16,CR,25335.0,609882.0,34.0,7406.0
CR5190,2022-01-23,CR,33614.0,643496.0,45.0,7451.0
CR5191,2022-01-30,CR,38984.0,682480.0,82.0,7533.0
CR5192,2022-02-06,CR,39491.0,721971.0,108.0,7641.0
CR5193,2022-02-13,CR,35122.0,757093.0,131.0,7772.0
CR5194,2022-02-20,CR,26344.0,783437.0,122.0,7894.0
CR5195,2022-02-27,CR,19035.0,802472.0,105.0,7999.0
CR5196,2022-03-06,CR,12111.0,814583.0,83.0,8082.0
CR5197,2022-03-13,CR,8352.0,822935.0,78.0,8160.0
CR5198,2022-03-20,CR,6465.0,829400.0,66.0,8226.0
CR5199,2022-03-27,CR,5326.0,834726.0,40.0,8266.0
CR5200,2022-04-03,CR,4642.0,839368.0,42.0,8308.0
CR5201,2022-04-10,CR,4116.0,843484.0,35.0,8343.0
CR5202,2022-04-17,CR,2658.0,846142.0,22.0,8365.0
CR5203,2022-04-24,CR,1642.0,847784.0,18.0,8383.0
CR5204,2022-05-01,CR,4290.0,852074.0,22.0,8405.0
CR5205,2022-05-08,CR,5216.0,857290.0,16.0,8421.0
CR5206,2022-05-15,CR,8874.0,866164.0,23.0,8444.0
CR5207,2022-05-22,CR,11369.0,877533.0,28.0,8472.0
CR5208,2022-05-29,CR,13505.0,891038.0,23.0,8495.0
CR5209,2022-06-05,CR,13896.0,904934.0,30.0,8525.0
CR5210,2022-06-12,CR,14938.0,919872.0,8.0,8533.0
CR5211,2022-06-26,CR,17324.0,953750.0,26.0,8559.0
CR5212,2022-07-03,CR,18010.0,971760.0,38.0,8597.0
CR5213,2022-07-10,CR,20357.0,992117.0,27.0,8624.0
CR5214,2022-07-17,CR,17220.0,1009337.0,29.0,8653.0
CR5215,2022-07-24,CR,19038.0,1028375.0,37.0,8690.0
CR5216,2022-07-31,CR,16010.0,1044385.0,50.0,8740.0
CR5217,2022-08-07,CR,13310.0,1057695.0,34.0,8774.0
CR5218,2022-08-14,CR,11467.0,1069162.0,26.0,8800.0
CR5219,2022-08-21,CR,10663.0,1079825.0,28.0,8828.0
CR5220,2022-08-28,CR,8891.0,1088716.0,28.0,8856.0
CR5221,2022-09-04,CR,8913.0,1097629.0,31.0,8887.0
CR5222,2022-09-11,CR,8163.0,1105792.0,26.0,8913.0
CR5223,2022-09-18,CR,6177.0,1111969.0,20.0,8933.0
CR5224,2022-09-25,CR,6020.0,1117989.0,20.0,8953.0
CR5225,2022-10-02,CR,5012.0,1123001.0,13.0,8966.0
CR5226,2022-10-09,CR,4601.0,1127602.0,8.0,8974.0
CR5227,2022-10-16,CR,2966.0,1130568.0,8.0,8982.0
CR5228,2022-10-23,CR,2528.0,1133096.0,8.0,8990.0
CR5229,2022-10-30,CR,2617.0,1135713.0,9.0,8999.0
CR5230,2022-11-06,CR,2703.0,1138416.0,10.0,9009.0
CR5231,2022-11-13,CR,2448.0,1140864.0,10.0,9019.0
CR5232,2022-11-20,CR,2733.0,1143597.0,12.0,9031.0
CR5233,2022-11-27,CR,2538.0,1146135.0,7.0,9038.0
CR5234,2022-12-04,CR,2779.0,1148914.0,8.0,9046.0
CR5235,2022-12-11,CR,3552.0,1152466.0,5.0,9051.0
CR5236,2022-12-18,CR,4031.0,1156497.0,8.0,9059.0
CR5237,2022-12-25,CR,5190.0,1161687.0,13.0,9072.0
CR5238,2023-01-01,CR,5155.0,1166842.0,13.0,9085.0
CR5239,2023-01-08,CR,4960.0,1171802.0,19.0,9104.0
CR5240,2023-01-15,CR,5712.0,1177514.0,19.0,9123.0
CR5241,2023-01-22,CR,4857.0,1182371.0,19.0,9142.0
CR5242,2023-01-29,CR,3805.0,1186176.0,16.0,9158.0
CR5243,2023-02-05,CR,4201.0,1190377.0,23.0,9181.0
CR5244,2023-02-12,CR,4207.0,1194584.0,14.0,9195.0
CR5245,2023-02-19,CR,4471.0,1199055.0,19.0,9214.0
CR5246,2023-02-26,CR,5109.0,1204164.0,16.0,9230.0
CR5247,2023-03-05,CR,5561.0,1209725.0,15.0,9245.0
CR5248,2023-03-12,CR,4926.0,1214651.0,21.0,9266.0
CR5249,2023-03-19,CR,4423.0,1219074.0,25.0,9291.0
CR5250,2023-03-26,CR,3587.0,1222661.0,18.0,9309.0
CR5251,2023-04-02,CR,3654.0,1226315.0,17.0,9326.0
CR5252,2023-04-23,CR,1231.0,1227546.0,13.0,9339.0
CR5253,2023-04-30,CR,1113.0,1228659.0,12.0,9351.0
CR5254,2023-05-07,CR,928.0,1229587.0,11.0,9362.0
